Input Word,True Output,My Decoded Output,Matching or Not
therakundaa,తీరకుండా,తేరకుండా,No
mangaluru,మంగళూరు,మంగళూరు,Yes
whiisky,విస్కీ,వైస్క్,No
vein,వేన్,వీన్,No
whisqey,విస్కీ,విష్కే,No
belagavi,బెళగావి,బెలగావి,No
aavaginjamta,ఆవగింజంత,ఆవగింజంత,Yes
hrudayamthoo,హృదయంతో,హృదయంతో,Yes
veyandantoo,వేయండంటూ,వేయండంతో,No
andhramu,ఆంధ్రము,ఆంధ్రము,Yes
vamtakaalu,వంటకాలు,వంతకాలు,No
navanit,నవనీత్,నవననిత్,No
mera,మేర,మెరా,No
sashyashyamalam,సస్యశ్యామలం,సస్యస్యమలం,No
ivi,ఈవ్,ఇవి,No
panghal,పంఘాల్,పంఘాల్,Yes
mosae,మోసే,మోసే,Yes
terrarism,టెర్రరిజం,టెర్రరిజం,Yes
ow,ఔ,ఓవ్,No
aagakundaa,ఆగకుండా,ఆగకుండా,Yes
chestaam,చేస్తాం,చేస్తాం,Yes
patakaalanu,పతకాలను,పటకాలను,No
medisins,మెడిసిన్స్,మెడిసిన్స్,Yes
naayakulugaa,నాయకులుగా,నాయకులుగా,Yes
hrudayam,హృదయం,హృదయం,Yes
biocon,బయోకొన్,బయాకాన్,No
itivruttaalu,ఇతివృత్తాలు,ఇతివృత్తాలు,Yes
vir,వీర్,విర్,No
geluchukonundani,గెలుచుకోనుందని,గెలుచుకోనుందని,Yes
eemadhyee,ఈమధ్యే,ఈమధ్యే,Yes
chebutunte,చెబుతుంటే,చెబుతుంటే,Yes
vaddhannaa,వద్దన్నా,వద్ధన్నా,No
alochanalanu,ఆలోచనలను,ఆలోచనలను,Yes
thaleththi,తలెత్తి,తలెత్తి,Yes
ticket,టికెట్,టికెట్,Yes
paamditya,పాండిత్య,పాండిత్య,Yes
tolinallalo,తొలినాళ్ళలో,తోలినల్లలో,No
suchinche,సూచించే,సూచించే,Yes
shajapur,షాజాపూర్,షాజాపూర్,Yes
berwyn,బెర్వీన్,బెర్విన్,No
behar,బీహార్,బెహర్,No
pattukovaalani,పట్టుకోవాలని,పట్టుకోవాలని,Yes
dhaasooham,దాసోహం,దాసోహం,Yes
giridih,గిరిదిః,గిరిడిహ్,No
magani,మగని,మాగని,No
mayooram,మయూరం,మయూరం,Yes
ardhamlo,అర్థంలో,అర్ధంలో,No
nirminchukunnaa,నిర్మించుకున్నా,నిర్మించుకున్నా,Yes
ayodhya,అయోధ్య,అయోధ్య,Yes
chandigarh,చండీగఢ్,చందిదార్,No
chinnathanam,చిన్నతనం,చిన్నతనం,Yes
techchukuntunnaarante,తెచ్చుకుంటున్నారంట,తెచ్చుకుంటున్నారంటే,No
telipinatleenani,తెలిపినట్లేనని,తెలిపినట్లేనని,Yes
cheyenne,చెయెన్నె,చెయెన్నే,No
shabbir,షబ్బీర్,షబ్బీర్,Yes
vaanni,వాణ్ణి,వాన్ని,No
vegas,వేగాస్,వేగాస్,Yes
para,పార,పారా,No
lobhiraajulanu,లోభిరాజులను,లోభిరాజులను,Yes
apex,అపెక్స్,అపెక్స్,Yes
mungita,ముంగిట,ముంగిత,No
sariiramloeki,శరీరంలోకి,శరీరంలోకి,Yes
punzab,పంజాబ్,పున్బాబ్,No
upayogichaalanukune,ఉపయోగించాలనుకునే,ఉపయోగిచాలనుకునే,No
ojha,ఓజా,ఓహ,No
intintiki,ఇంటింటికి,ఇంటింటికి,Yes
edhigindhi,ఎదిగింది,ఎధిగింది,No
koppula,కొప్పుల,కొప్పుల,Yes
uchchulu,ఉచ్చులు,ఉచ్చులు,Yes
kaligenu,కలిగెను,కలిగెను,Yes
tinsukia,టిన్సుకియా,టిన్సుకియా,Yes
lohamtoe,లోహంతో,లోహంతో,Yes
chhindwara,చింద్వారా,చింద్వార,No
samputalu,సంపుటాలు,సంపుటలు,No
phaaloe,ఫాలో,ఫాలో,Yes
crosse,క్రాసే,క్రాస్,No
raayi,రాయి,రాయి,Yes
dhaivaaniki,ధైవానికి,ధైవానికి,Yes
shastrachikitsalu,శస్త్రచికిత్సలు,శస్త్రచికిత్సలు,Yes
worldwide,వరల్డ్వైడ్,వర్ల్డైడ్డ్,No
maart,మార్ట్,మార్ట్,Yes
tulshidas,తులసీదాస్,తుల్షీదాస్,No
divyabharathi,దివ్యభారతి,దివ్యభరతి,No
ahalya,అహల్యా,అహాల్య,No
hrudayamto,హృదయంతో,హృదయంతో,Yes
jay,జయ్,జయ్,Yes
tdpki,టిడిపికి,టీడీపీకి,No
thelusukoovatam,తెలుసుకోవటం,తెలుసుకోవటం,Yes
masamalu,మాసములు,మసమలు,No
pakistan,పాకిస్థాన్,పాకిస్తాన్,No
nivaasaanni,నివాసాన్ని,నివాసాన్ని,Yes
paalapunta,పాలపుంత,పాలపుంట,No
sarihaddulalo,సరిహద్దులలో,సరిహద్దులలో,Yes
paaraayana,పారాయణ,పారాయన,No
vahinchindi,వహించింది,వహించింది,Yes
forest,ఫారెస్ట్,ఫోర్స్ట్,No
varasaku,వరసకు,వరాసకు,No
cheesukuntunnaarannadi,చేసుకుంటున్నారన్నద,చేసుకుంటున్నారన్నది,No
slooveeniyaa,స్లోవేనియా,స్లూవినియా,No
nadaf,నదాఫ్,నడడఫ్,No
kuuragaayalanu,కూరగాయలను,కూరగాయలను,Yes
yeyappudu,య్యేప్పుడు,యయ్పపుడు,No
kanvenshan,కన్వెన్షన్,కన్వేన్షన్,No
suri,సూరి,సురి,No
larsen,లర్సెన్,లార్సెన్,No
anusandaanamai,అనుసంధానమై,అనుసందానమై,No
gelupondi,గెలుపొంది,గెలుపొంది,Yes
kuki,కుకీ,కుకి,No
baaji,బాజీ,బాజీ,Yes
pol,పోల్,పోల్,Yes
sannahalu,సన్నాహాలు,సన్నహాుు,No
bellingham,బెల్లింగ్హామ్,బెల్లింగ్హం్,No
nirodhinchadaaniki,నిరోధించడానికి,నిరోధించడానికి,Yes
huffman,హఫ్మాన్,హఫ్మాన్,Yes
control,కంట్రోల్,కాంట్రోల్,No
ayinappu,అయినప్పు,అయినప్పు,Yes
ajeez,అజీజ్,అజీజ్,Yes
ryaaleeloo,ర్యాలీలో,ర్యాలీలో,Yes
monte,మొంటే,మోంటే,No
fertilisers,ఫెర్టిలైజర్స్,ఫెర్టిలిరర్స్,No
theratipally,తెరటిపల్లి,థెరటిపల్లి,No
annimtinii,అన్నింటినీ,అన్నింతినీ,No
chusukovalippudu,చూసుకోవాలిప్పుడు,చూసుకోవాల్పిపుడు,No
guma,గుమ్మా,గుమా,No
enchukunnaadu,ఎంచుకున్నాడు,ఎంచుకున్నాడు,Yes
gurtuchesukunnaaru,గుర్తుచేసుకున్నారు,గుర్తుచేసుకున్నారు,Yes
bhawanaalaku,భవనాలకు,భవనాలకు,Yes
mamtapamu,మంటపము,మంంతపము,No
vyavaharinchaarannaarani,వ్యవహరించారన్నారని,వ్యవహరించారన్నారని,Yes
chaeraadani,చేరాడని,చేరాడని,Yes
quraishi,కురైషి,కురైషి,Yes
astram,అస్త్రం,అస్త్రం,Yes
aahaaramugaa,ఆహారముగా,ఆహారముగా,Yes
stree,స్త్రీ,స్ట్రీ,No
manipur,మణిపూర్,మనిపూర్,No
balagaalato,బలగాలతో,బలగాలతో,Yes
mills,మిల్స్,మిల్స్,Yes
bush,బుష్,బషష,No
loehiyaa,లోహియా,లోహియా,Yes
ekkinchaalanukunnaaru,ఎక్కించాలనుకున్నార,ఎక్కించాలనుకున్నారు,No
nirnayaalato,నిర్ణయాలతో,నిర్ణయాలతో,Yes
chestunnaarannaadani,చేస్తున్నారన్నాడని,చేస్తున్నారన్నాడని,Yes
toulmin,టౌల్మిన్,టూల్మిన్,No
uttama,ఉత్తమ,ఉత్తమ,Yes
chattabaddhamaina,చట్టబద్దమైన,చట్టబద్ధమైన,No
vivaahetara,వివాహేతర,వివాహేతర,Yes
hercules,హెర్క్యులస్,హెర్క్యూల్స్,No
sikar,సికర్,సికార్,No
nelakoolaadu,నేలకూలాడు,నెలకూలాడు,No
baetaalha,బేతాళ,బేటాల,No
vyasanamgaa,వ్యసనంగా,వ్యాసనంగా,No
paalapuntha,పాలపుంత,పాలపుంత,Yes
thaatipoodi,తాటిపూడి,తాటిపోది,No
sikshanato,శిక్షణతో,శిక్షణతో,Yes
sienyaanni,సైన్యాన్ని,సియిన్నాన్ని,No
chestondanee,చేస్తోందనీ,చేస్తోందనీ,Yes
digvijay,దిగ్విజయ్,దిగ్విజా్,No
jagdalpur,జగదల్పూర్,జగ్దా్పూర్,No
chihnanni,చిహ్నాన్ని,చిహ్నాన్ని,Yes
vahinchimdi,వహించింది,వహించింది,Yes
universiteelo,యూనివర్శిటీలో,యూనివర్సిటీలో,No
itharamulu,ఇతరములు,ఇతరములు,Yes
vaasudevaraavu,వాసుదేవరావు,వాసుదేవవారు,No
grapevine,గ్రేప్వైన్,గ్రాపివెన్,No
mala,మాలా,మలా,No
damarukam,ఢమరుకం,దామరుకం,No
varthapathrikala,వార్తాపత్రికల,వర్తపత్రికల,No
taanugaa,తానుగా,తానుగా,Yes
vidyaardhigaa,విద్యార్ధిగా,విద్యార్ధిగా,Yes
chainiiyula,చైనీయుల,చైనీయుల,Yes
ennadu,ఎన్నడూ,ఎన్నడు,No
vimaanaallo,విమానాల్లో,విమానాల్లో,Yes
pasitiv,పాజిటివ్,పసితివ్,No
