True Input,True Output,My Decoded Output,Matching or Not
oopikaagaa,ఓపికగా,ఊపికాగా,No
swaatamtyram,స్వాతంత్య్రం,స్వాతంత్య్రం,Yes
lucqy,లక్కీ,లక్,No
bhadratala,భద్రతల,భద్రతల,Yes
iddarilonu,ఇద్దరిలోనూ,ఇద్దరిలోను,No
roopamai,రూపమై,రూపమై,Yes
padaleedhu,పడలేదు,పడలీదు,No
balapadetlu,బలపడేట్లు,బలపడేట్లు,Yes
velugondutoone,వెలుగొందుతూనే,వెలుగొందుతోనే,No
telusukonnaaru,తెలుసుకొన్నారు,తెలుసుకొన్నారు,Yes
sarvothama,సర్వోత్తమ,సర్వోథమ,No
potunnadi,పోతున్నది,పోతున్నది,Yes
naaraayanade,నారాయణదే,నారాయనడే,No
aavidhangaa,ఆవిధంగా,ఆవిధంగా,Yes
nirvahakudu,నిర్వాహకుడు,నిర్వహకుడు,No
lara,లారా,లారా,Yes
bereeju,బేరీజు,బేరీజు,Yes
arhatalu,అర్హతలు,అర్హతలు,Yes
peralta,పెరాల్టా,పేరాట్టా,No
sainyaalanu,సైన్యాలను,సైన్యాలను,Yes
thooluku,తోలుకు,తూలుకు,No
kartanlu,కర్టన్లు,కర్టన్లు,Yes
bodh,బోధ్,బోధ్,Yes
naate,నాటే,నాటే,Yes
manikanta,మణికంఠ,మణికంత,No
perugudalatoe,పెరుగుదలతో,పెరుగుదలతో,Yes
dwevedi,ద్వివేది,ద్వేవేది,No
calendar,కాలెండర్,కాలెండార్,No
meetarla,మీటర్ల,మీటర్ల,Yes
aamoodinchee,ఆమోదించే,ఆమూదించే,No
apple,ఆపిల్,ఏప్ల్లే,No
vadaina,వాడైన,వడైన,No
rama,రామ,రామా,No
turbine,టర్బైన్,టర్బైన్,Yes
chuusaemduku,చూసేందుకు,చూసేందుకు,Yes
adiginavaallaku,అడిగినవాళ్ళకు,అడిగినవాళ్లకు,No
vaedamunu,వేదమును,వేదమును,Yes
subbaaraavuni,సుబ్బారావుని,సుబ్బారావుని,Yes
chesaru,చేసారు,చేశారు,No
renduna,రెండున,రెందున,No
okapakka,ఒకపక్క,ఒకపక్క,Yes
samadhulanu,సమాధులను,సమాధులను,Yes
bharateeyulapai,భారతీయులపై,భరతీయులపై,No
chhindwara,చ్చింద్వార,చింద్వారా,No
vyatyaasaalanu,వ్యత్యాసాలను,వ్యవ్యాశాలను,No
mamdae,మందే,మందే,Yes
asthma,ఆస్తమా,ఆస్థ్మా,No
swaatantryam,స్వాతంత్య్రం,స్వాతంత్ర్యం,No
chandigarh,చండీగర్,చందిగార్,No
ampair,అంపైర్,అంపైర్,Yes
warwick,వార్విక్,వారివ్క్,No
theta,తేట,తేట,Yes
jvalimpacheshaayi,జ్వలింపచేశాయి,జ్వలింపపచేశాయి,No
veasadu,వేసాడు,వీసాడు,No
avalokanam,అవలోకనం,అవలోకనం,Yes
jammukashmeer,జమ్ముకశ్మీర్,జమ్ముకశ్మీర్,Yes
dongaa,దొంగా,దోంగా,No
shareeraalu,శరీరాలు,శరీరాలు,Yes
toliroju,తొలిరోజు,తొలిరోజు,Yes
raajayyaadu,రాజయ్యాడు,రాజయ్యాడు,Yes
galam,గళం,గలం,No
kashiki,కాశీకి,కాషికి,No
vahinchadu,వహించాడు,వహించదు,No
devunnee,దేవున్నీ,దేవున్నీ,Yes
vichaarinchagaa,విచారించగా,విచారించగా,Yes
khatri,ఖట్రి,ఖత్రీ,No
ammagalaraa,అమ్మగలరా,అమ్మగలరా,Yes
tattukovadam,తట్టుకోవడం,తట్టుకోవడం,Yes
shalimar,షాలిమర్,షలిమార్,No
staaparlato,స్టాపర్లతో,స్తాపర్లతో,No
mittal,మిట్టల్,మిట్టల్,Yes
mattamloo,మఠంలో,మత్టంలో,No
pranamu,ప్రాణము,ప్రణము,No
aenugu,ఏనుగు,ఏనుగు,Yes
vyuhathmakamgaa,వ్యూహాత్మకంగా,వ్యూహత్మకంగా,No
moghululu,మొఘలులు,మొఘులులు,No
undadi,ఉండండి,ఉండడి,No
dhikkarinchi,ధిక్కరించి,ధిక్కరించి,Yes
corban,కార్బన్,కర్బాన్,No
meekante,మీకంటే,మీకంటే,Yes
detroit,డెట్రాయిట్,డైట్రాటియ్,No
food,ఫుడ్,ఫూడ్,No
rakaallo,రకాల్లో,రకాల్లో,Yes
pravesinchataniki,ప్రవేశించటానికి,ప్రవేశించటానికి,Yes
jaruputunnaaramtoo,జరుపుతున్నారంటూ,జరుపుతున్నారంతో,No
cheda,చెద,చేదా,No
kuuthurlu,కూతుర్లు,కూతూర్లు,No
nirdhaarinchaaru,నిర్ధారించారు,నిర్ధారించారు,Yes
karya,కార్య,కర్య,No
motae,మోతే,మోటే,No
samrakshinchabadina,సంరక్షించబడిన,సంరక్షించబడిన,Yes
laedho,లేదో,లేదో,Yes
vaadaina,వాడైన,వాదైన,No
iner,ఇన్నర్,అైనర్,No
garcia,గర్సియా,గార్సియా,No
king,కింగ్,కింగ్,Yes
bryant,బ్రయంట్,బ్రయంట్,Yes
kloroplastla,క్లోరోప్లాస్ట్ల,క్లోరోప్లాస్ట్ల,Yes
nacchi,నచ్చి,నచ్చి,Yes
florence,ఫ్లోరెన్స్,ఫ్లోరోన్స్,No
itara,ఇతర,ఇతారా,No
avuthuu,అవుతూ,అవుతూ,Yes
davangere,దావంగెరె,దావంగేరే,No
kline,క్లయిన్,క్లినే,No
salt,సాల్ట్,సాల్ట్,Yes
ramon,రామన్,రామోన్,No
polamlo,పొలంలో,పోలంలో,No
kutumbalu,కుటుంబలు,కుటుంబాలు,No
enchukuna,ఎంచుకున్న,ఎంచుకున,No
nijaayathi,నిజాయతీ,నిజాయతి,No
cheyinchadam,చేయించడం,చేయించడం,Yes
aranyalato,అరణ్యాలతో,అరణ్యాలతో,Yes
sabari,శబరి,సబరరి,No
varsity,వర్శిటీ,వార్సిటీ,No
paritapistunnatlu,పరితపిస్తున్నట్లు,పరితపిస్తున్నట్లు,Yes
vidyutnu,విద్యుత్ను,విద్యుత్ను,Yes
deal,డీల్,డీల్,Yes
masoochi,మశూచి,మసూచి,No
grandhaalayam,గ్రంథాలయం,గ్రంథాలయం,Yes
saaradhyamloo,సారధ్యంలో,సారధ్యంలో,Yes
gupta,గుప్త,గుప్తా,No
puraanamu,పురాణము,పురాణము,Yes
enimidellugaa,ఎనిమిదేళ్ళుగా,ఎనిమిదెళ్లుగా,No
kramer,క్రామర్,క్రమమర్,No
taaralaku,తారలకు,తారలకు,Yes
parugulake,పరుగులకే,పరుగులకే,Yes
mullu,ముళ్లు,ముల్లు,No
udayam,ఉదయం,ఉదయం,Yes
clair,క్లేయిర్,క్లాయిర్,No
kanchhal,కంచ్చాల్,కాంచాల్,No
gajaraju,గజరాజు,గజరాజు,Yes
darshi,దర్శి,దర్షి,No
mamduni,మందుని,మందుని,Yes
aastraeliyaaloeni,ఆస్ట్రేలియాలోని,ఆస్త్రేలియాలోని,No
pinatandrulaku,పినతండ్రులకు,పినతంత్ర్రులకు,No
dhaasie,దాసీ,ధాసీ,No
hareeshraavu,హరీష్రావు,హరీష్రావు,Yes
buddhaa,బుద్ధా,బుద్ధా,Yes
dalmia,దాల్మియా,డాల్మియా,No
daralo,ధరలో,దరలో,No
sannivaesaalloe,సన్నివేశాల్లో,సన్నివేశాల్లో,Yes
panichesukuntunnaadu,పనిచేసుకుంటున్నాడు,పనిచేసుకుంటున్నాడు,Yes
parinaamaanni,పరిణామాన్ని,పరిణామాన్ని,Yes
bedi,బేడీ,బెడి,No
streeki,స్త్రీకి,స్త్రీకి,Yes
maicrofloraanu,మైక్రోఫ్లోరాను,మైక్రోఫ్లోరాను,Yes
gaddalu,గడ్డలు,గడ్డలు,Yes
pattalekapotunnadani,పట్టలేకపోతున్నాడని,పట్టలేకపోతున్నాడని,Yes
atul,అటుల్,అటలు,No
katta,కట్ట,కట్టా,No
narun,నరున్,నరున్,Yes
kadupu,కడుపు,కడుపు,Yes
wicky,విక్కీ,వికి,No
samuroy,సమురాయ్,సమురోయ్,No
praveshinchadaaniki,ప్రవేశించడానికి,ప్రవేశించడానికి,Yes
watts,వాట్స్,వాట్ట్స్,No
pasaina,పాసైన,పసైన,No
saen,సేన్,సెన్,No
vaish,వైష్,వైష్,Yes
chesukommani,చేసుకొమ్మని,చేసుకోమ్మని,No
join,జాయిన్,జోయిన్,No
mungativaar,ముంగతివార్,ముంగటివార్,No
vishnuh,విష్ణుః,విష్ణు,No
sagutunna,సాగుతున్న,సాగుతున్నా,No
tirupati,తిరుపతి,తిరుపాటి,No
praemikulugaa,ప్రేమికులుగా,ప్రేమికులుగా,Yes
oohaathmaka,ఊహాత్మక,ఊహాత్మక,Yes
vahistoondi,వహిస్తోంది,వహిస్తోంది,Yes
kamredlu,కామ్రేడ్లు,కంరెడ్లు,No
vuutam,వూతం,వూటం,No
snehitudi,స్నేహితుడి,స్నేహితుడి,Yes
kattaaru,కట్టారు,కట్టారు,Yes
jarupukokoodadanadamlo,జరుపుకోకూడదనడంలో,జరుపుకోడనడంలో,No
highschoolulo,హైస్కూలులో,హిష్చులోలు,No
kshinathanu,క్షీణతను,క్షిణతను,No
theesukoovalasi,తీసుకోవలసి,తీసుకోవలసి,Yes
odalu,ఒడలు,ఒడలు,Yes
kannumoota,కన్నుమూత,కన్నుమూత,Yes
penchukuntunnaadu,పెంచుకుంటున్నాడు,పెంచుకుంటున్నాడు,Yes
bandeelugaa,బందీలుగా,బందీలుగా,Yes
donga,దొంగా,డోంగా,No
varalakshmamma,వరలక్ష్మమ్మ,వరలక్ష్మమ్మ,Yes
fedaration,ఫెడరేషన్,ఫెడరేషన్,Yes
oaks,ఓక్స్,ఒక్స్,No
bhatnaagar,భట్నాగర్,భట్నాగర్,Yes
parirakshinchae,పరిరక్షించే,పరిరక్షించే,Yes
balishtamaina,బలిష్టమైన,బలిష్టమైన,Yes
amroha,అమ్రోహా,అం్రోహ,No
nachi,నచ్చి,నచ్చి,Yes
cross,క్రాస్,క్రాస్,Yes
sheley,షెల్లీ,షెలీ,No
medhassuku,మేధస్సుకు,మేధస్సుకు,Yes
