True Input,True Output,My Decoded Output,Matching or Not
adiginavaallaku,అడిగినవాళ్ళకు,అడినివాళ్లకు,No
vaedamunu,వేదమును,వేదమును,Yes
subbaaraavuni,సుబ్బారావుని,సుబ్బారావుని,Yes
chesaru,చేసారు,చేసారు,Yes
renduna,రెండున,రెండున,Yes
okapakka,ఒకపక్క,ఒకపక్క,Yes
samadhulanu,సమాధులను,సమాధులను,Yes
bharateeyulapai,భారతీయులపై,భారతీయులపై,Yes
chhindwara,చ్చింద్వార,కింద్వారా,No
vyatyaasaalanu,వ్యత్యాసాలను,వ్యత్యాసాలను,Yes
mamdae,మందే,మామ్దే,No
asthma,ఆస్తమా,ఆస్త్మ,No
swaatantryam,స్వాతంత్య్రం,స్వాతంత్ర్యం,No
chandigarh,చండీగర్,చాంగాగార్,No
ampair,అంపైర్,అంపైర్,Yes
warwick,వార్విక్,వార్విక్,Yes
theta,తేట,థితా,No
jvalimpacheshaayi,జ్వలింపచేశాయి,జ్వనింపచేశాయి,No
veasadu,వేసాడు,వేసాడు,Yes
avalokanam,అవలోకనం,అవలోకనం,Yes
jammukashmeer,జమ్ముకశ్మీర్,జమ్ముస్్మీర్,No
dongaa,దొంగా,దోంగా,No
shareeraalu,శరీరాలు,శరీరాలు,Yes
toliroju,తొలిరోజు,తొలిరోజు,Yes
raajayyaadu,రాజయ్యాడు,రాజయ్యాడు,Yes
galam,గళం,గలం,No
kashiki,కాశీకి,కాషికి,No
vahinchadu,వహించాడు,వహించదు,No
devunnee,దేవున్నీ,దేవున్నీ,Yes
vichaarinchagaa,విచారించగా,విచారించగా,Yes
khatri,ఖట్రి,ఖాత్రి,No
ammagalaraa,అమ్మగలరా,అమ్మగలరాా,No
tattukovadam,తట్టుకోవడం,తట్టుకోవడం,Yes
shalimar,షాలిమర్,శలిిార్,No
staaparlato,స్టాపర్లతో,స్పాలర్లతో,No
mittal,మిట్టల్,మిత్టాల్,No
mattamloo,మఠంలో,మత్టంలో,No
pranamu,ప్రాణము,ప్రానము,No
aenugu,ఏనుగు,ఎనునుగు,No
vyuhathmakamgaa,వ్యూహాత్మకంగా,వ్యూత్మకంగా,No
moghululu,మొఘలులు,మొహుగులు,No
undadi,ఉండండి,ఉండాి,No
dhikkarinchi,ధిక్కరించి,ధిక్కరించి,Yes
corban,కార్బన్,కోర్బన్,No
meekante,మీకంటే,మీకంటే,Yes
detroit,డెట్రాయిట్,డెట్రాట్,No
food,ఫుడ్,ఫోద్,No
rakaallo,రకాల్లో,రకాల్లో,Yes
pravesinchataniki,ప్రవేశించటానికి,ప్రవేశించటానికి,Yes
jaruputunnaaramtoo,జరుపుతున్నారంటూ,జరుపుతున్నారంతో,No
cheda,చెద,చేడా,No
kuuthurlu,కూతుర్లు,కూటుర్లు,No
nirdhaarinchaaru,నిర్ధారించారు,నిర్ధారించారు,Yes
karya,కార్య,కార్య,Yes
motae,మోతే,మోతా,No
samrakshinchabadina,సంరక్షించబడిన,సంరక్షించబడిన,Yes
laedho,లేదో,లేధో,No
vaadaina,వాడైన,వాడైన,Yes
iner,ఇన్నర్,ఇనెర్,No
garcia,గర్సియా,గార్కియా,No
king,కింగ్,కింగ్,Yes
bryant,బ్రయంట్,బ్రాయంట్,No
kloroplastla,క్లోరోప్లాస్ట్ల,క్లోపోపాల్ల్స్ల,No
nacchi,నచ్చి,నచ్చి,Yes
florence,ఫ్లోరెన్స్,ఫ్లోర్సెన్స్,No
itara,ఇతర,ఇటార,No
avuthuu,అవుతూ,అవుతూ,Yes
davangere,దావంగెరె,దావంగరరే,No
kline,క్లయిన్,క్లిన్,No
salt,సాల్ట్,సాల్ట్,Yes
ramon,రామన్,రామోన్,No
polamlo,పొలంలో,పోలంలో,No
kutumbalu,కుటుంబలు,కుటంబులు,No
enchukuna,ఎంచుకున్న,ఎంచుకున,No
nijaayathi,నిజాయతీ,నిజాయతి,No
cheyinchadam,చేయించడం,చేయించడం,Yes
aranyalato,అరణ్యాలతో,అరణ్యలతో,No
sabari,శబరి,సబారి,No
varsity,వర్శిటీ,వార్సిటీ,No
paritapistunnatlu,పరితపిస్తున్నట్లు,పరితపిస్తున్నట్లు,Yes
vidyutnu,విద్యుత్ను,విద్యుత్ను,Yes
deal,డీల్,డెల్,No
masoochi,మశూచి,మసూూచి,No
grandhaalayam,గ్రంథాలయం,గ్రంథాలయం,Yes
saaradhyamloo,సారధ్యంలో,సారధ్యంలో,Yes
gupta,గుప్త,గుప్తా,No
puraanamu,పురాణము,పురాణము,Yes
enimidellugaa,ఎనిమిదేళ్ళుగా,ఎనిమిదెళ్లుగా,No
kramer,క్రామర్,క్రామెర్,No
taaralaku,తారలకు,తారలకు,Yes
parugulake,పరుగులకే,పరుగులకే,Yes
mullu,ముళ్లు,ముల్లు,No
udayam,ఉదయం,ఉదయం,Yes
clair,క్లేయిర్,క్లైర్,No
kanchhal,కంచ్చాల్,కాంచల్,No
gajaraju,గజరాజు,గజరాజు,Yes
darshi,దర్శి,దర్షి,No
mamduni,మందుని,మాండుని,No
aastraeliyaaloeni,ఆస్ట్రేలియాలోని,ఆస్త్రేయోయాలేని,No
pinatandrulaku,పినతండ్రులకు,పినాతంద్రకులు,No
dhaasie,దాసీ,ధాసీ,No
hareeshraavu,హరీష్రావు,హరీవ్రావు,No
buddhaa,బుద్ధా,బుద్ధా,Yes
dalmia,దాల్మియా,దాల్మియా,Yes
daralo,ధరలో,దరలో,No
sannivaesaalloe,సన్నివేశాల్లో,సన్నివేశాల్లో,Yes
panichesukuntunnaadu,పనిచేసుకుంటున్నాడు,పనిచేసుకుంటున్నాడు,Yes
parinaamaanni,పరిణామాన్ని,పరిణామాన్ని,Yes
bedi,బేడీ,బెది,No
streeki,స్త్రీకి,స్ట్రీకి,No
maicrofloraanu,మైక్రోఫ్లోరాను,మైప్రోఫ్రోలాను,No
gaddalu,గడ్డలు,గద్దాలు,No
pattalekapotunnadani,పట్టలేకపోతున్నాడని,పట్టలేకపోతున్నాడని,Yes
atul,అటుల్,అటుల్,Yes
katta,కట్ట,కట్టా,No
narun,నరున్,నారున్,No
kadupu,కడుపు,కడుపు,Yes
wicky,విక్కీ,విక్కీ,Yes
samuroy,సమురాయ్,సమమూర్యో,No
praveshinchadaaniki,ప్రవేశించడానికి,ప్రవేశించడానికి,Yes
watts,వాట్స్,వాట్ట్స్,No
pasaina,పాసైన,పసైన,No
saen,సేన్,సెన్,No
vaish,వైష్,వైష్,Yes
chesukommani,చేసుకొమ్మని,చేసుకొమ్మని,Yes
join,జాయిన్,జోనిన్,No
mungativaar,ముంగతివార్,ముంగతివార్,Yes
vishnuh,విష్ణుః,విష్ణ్,No
sagutunna,సాగుతున్న,సగతుున్న,No
tirupati,తిరుపతి,తిరుపటి,No
praemikulugaa,ప్రేమికులుగా,ప్రీమికులుగా,No
oohaathmaka,ఊహాత్మక,ఊహాత్మక,Yes
vahistoondi,వహిస్తోంది,వహిస్తోంది,Yes
kamredlu,కామ్రేడ్లు,కమ్రెడ్లు,No
vuutam,వూతం,వూటం,No
snehitudi,స్నేహితుడి,స్నేహితుడి,Yes
kattaaru,కట్టారు,కట్టారు,Yes
jarupukokoodadanadamlo,జరుపుకోకూడదనడంలో,జరుపుకోకమోదనడలో,No
highschoolulo,హైస్కూలులో,హిజ్చూలులో,No
kshinathanu,క్షీణతను,క్షినతను,No
theesukoovalasi,తీసుకోవలసి,తీసుకోవలసి,Yes
odalu,ఒడలు,ఓడలు,No
kannumoota,కన్నుమూత,కన్నుమూట,No
penchukuntunnaadu,పెంచుకుంటున్నాడు,పెంచుకుంటున్నాడు,Yes
bandeelugaa,బందీలుగా,బండీలుగా,No
donga,దొంగా,దోంగా,No
varalakshmamma,వరలక్ష్మమ్మ,వరలాక్ష్మమ్మ,No
fedaration,ఫెడరేషన్,ఫెడరేషన్,Yes
oaks,ఓక్స్,ఆక్స్,No
bhatnaagar,భట్నాగర్,భత్నాగార్,No
parirakshinchae,పరిరక్షించే,పరిరక్షించే,Yes
balishtamaina,బలిష్టమైన,బలిష్టమైన,Yes
amroha,అమ్రోహా,అమోహ్హా,No
nachi,నచ్చి,నచ్చి,Yes
cross,క్రాస్,క్రోస్,No
sheley,షెల్లీ,షేలే,No
medhassuku,మేధస్సుకు,మేధస్సుకు,Yes
turumu,తురుము,తురుము,Yes
chihnamaina,చిహ్నమైన,చిహ్నమైన,Yes
davadalu,దవడలు,దవవాదలు,No
chemchalu,చెంచాలు,చేంచలు,No
keeboordu,కీబోర్డు,కీలోర్డు,No
adina,ఆడిన,అడినా,No
clark,క్లార్క్,క్లార్క్,Yes
barai,బరై,బరరై,No
abbaa,అబ్బా,అబ్బా,Yes
pannaagam,పన్నాగం,పన్నాగం,Yes
negi,నేగి,నేగి,Yes
conner,కోన్నేర్,కననన్,No
aamdhra,ఆంధ్ర,ఆంధ్ర,Yes
anuvadinchukoleka,అనువదించుకోలేక,అనువదించుకోలేక,Yes
teacherlaku,టీచర్లకు,టీచర్లకు,Yes
huntsville,హంట్స్విల్,హనట్స్విల్లే,No
hurley,హుర్లీ,హర్లే,No
pradhaanamiena,ప్రధానమైన,ప్రధానమీన,No
nagappattinam,నగపటినమ్,నాగప్పత్టినం,No
aakramimchaaru,ఆక్రమించారు,ఆక్రమించారు,Yes
pedathaadu,పెడతాడు,పెదతాడు,No
nirmoolinchi,నిర్మూలించి,నిర్మూలించి,Yes
henri,హెన్రీ,హెన్రి,No
maarchadaniki,మార్చడానికి,మార్చడానికి,Yes
bhaagam,భాగం,భాగం,Yes
jiins,జీన్స్,జిన్స్,No
sankshoebhaanni,సంక్షోభాన్ని,సంక్షేభాన్ని,No
vadilinchukovadaaniki,వదిలించుకోవడానికి,వదిలించుకోవడానికి,Yes
nujiveedu,నూజివీడు,నుజివీదు,No
